entrez_id,u_symbol
55970,GNG12
55971,BAIAP2L1
55972,SLC25A40
55973,BCAP29
55974,SLC50A1
55975,KLHL7
55997,CFC1
55998,NXF5
56000,NXF3
56001,NXF2
56005,MYDGF
56006,SMG9
56033,BARX1
56034,PDGFC
56052,ALG1
56061,UBFD1
56062,KLHL4
56063,TMEM234
56115,PCDHG@
56116,PCDHB@
56117,PCDHA@
56154,TEX15
56155,TEX14
56156,TEX13B
56157,TEX13A
56158,TEX12
56159,TEX11
56160,NSMCE3
56163,RNF17
56164,STK31
56165,TDRD1
56169,GSDMC
56171,DNAH7
56172,ANKH
56180,MOSPD1
56181,MTFR1L
56203,LMOD3
56204,FAM214A
56241,SUSD2
56242,ZNF253
56243,KIAA1217
56244,BTNL2
56245,C21ORF62
56246,MRAP
56252,YLPM1
56253,CRTAM
56254,RNF20
56255,TMX4
56256,SERTAD4
56257,MEPCE
56259,CTNNBL1
56260,C8ORF44
56261,GPCPD1
56262,LRRC8A
56265,CPXM1
56267,KYAT3
56269,IRGC
56270,WDR45B
56271,BEX4
56287,GKN1
56288,PARD3
56300,IL36G
56301,SLC7A10
56302,TRPV5
56311,ANKRD7
56339,METTL3
56341,PRMT8
56342,PPAN
56344,CABP5
56413,LTB4R2
56474,CTPS2
56475,RPRM
56477,CCL28
56478,EIF4ENIF1
56479,KCNQ5
56521,DNAJC12
56547,MMP26
56548,CHST7
56603,CYP26B1
56605,ERO1B
56606,SLC2A9
56616,DIABLO
56623,INPP5E
56624,ASAH2
56647,BCCIP
56648,EIF5A2
56649,TMPRSS4
56650,CLDND1
56652,TWNK
56654,NPDC1
56655,POLE4
56656,OR2S2
56658,TRIM39
56659,KCNK13
56660,KCNK12
56666,PANX2
56667,MUC13
56670,SUCNR1
56672,AKIP1
56673,C11ORF16
56674,TMEM9B
56675,NRIP3
56676,ASCL3
56681,SAR1A
56683,C21ORF59
56704,JPH1
56729,RETN
56731,SLC2A4RG
56751,BARHL1
56776,FMN2
56829,ZC3HAV1
56832,IFNK
56833,SLAMF8
56834,GPR137
56848,SPHK2
56849,TCEAL7
56850,GRIPAP1
56851,EMC7
56852,RAD18
56853,CELF4
56882,CDC42SE1
56884,FSTL5
56886,UGGT1
56888,KCMF1
56889,TM9SF3
56890,MDM1
56891,LGALS14
56892,TCIM
56893,UBQLN4
56894,AGPAT3
56895,AGPAT4
56896,DPYSL5
56897,WRNIP1
56898,BDH2
56899,ANKS1B
56900,TMEM167B
56901,NDUFA4L2
56902,PNO1
56903,PAPOLB
56904,SH3GLB2
56905,C15ORF39
56906,THAP10
56907,SPIRE1
56910,STARD7
56911,MAP3K7CL
56912,IFT46
56913,C1GALT1
56914,OTOR
56915,EXOSC5
56916,SMARCAD1
56917,MEIS3
56918,C2ORF83
56919,DHX33
56920,SEMA3G
56922,MCCC1
56923,NMUR2
56924,PAK6
56925,LXN
56926,NCLN
56927,GPR108
56928,SPPL2B
56929,FEM1C
56931,DUS3L
56934,CA10
56935,SMCO4
56936,CCDC177
56937,PMEPA1
56938,ARNTL2
56940,DUSP22
56941,HMCES
56942,CMC2
56943,ENY2
56944,OLFML3
56945,MRPS22
56946,EMSY
56947,MFF
56948,SDR39U1
56949,XAB2
56950,SMYD2
56951,C5ORF15
56952,PRTFDC1
56953,NT5M
56954,NIT2
56955,MEPE
56956,LHX9
56957,OTUD7B
56961,SHD
56963,RGMA
56964,WDR93
56965,PARP6
56967,C14ORF132
56970,ATXN7L3
56971,CEACAM19
56975,FAM20C
56977,STOX2
56978,PRDM8
56979,PRDM9
56980,PRDM10
56981,PRDM11
56983,POGLUT1
56984,PSMG2
56985,ADPRM
56986,DTWD1
56987,BBX
56990,CDC42SE2
56992,KIF15
56993,TOMM22
56994,CHPT1
56995,TULP4
56996,SLC12A9
56997,COQ8A
56998,CTNNBIP1
56999,ADAMTS9
57001,SDHAF3
57002,YAE1D1
57003,CCDC47
57007,ACKR3
57010,CABP4
57016,AKR1B10
57017,COQ9
57018,CCNL1
57019,CIAPIN1
57020,C16ORF62
57026,PDXP
57030,SLC17A7
57035,RSRP1
57037,ANKMY2
57038,RARS2
57045,TWSG1
57047,PLSCR2
57048,PLSCR3
57050,UTP3
57053,CHRNA10
57054,DAZ3
57055,DAZ2
57057,TBX20
57060,PCBP4
57062,DDX24
57082,KNL1
57084,SLC17A6
57085,AGTRAP
57088,PLSCR4
57089,ENTPD7
57091,CASS4
57092,PCNP
57093,TRIM49
57094,CPA6
57095,PITHD1
57096,RPGRIP1
57097,PARP11
57099,AVEN
57101,ANO2
57102,C12ORF4
57103,TIGAR
57104,PNPLA2
57105,CYSLTR2
57106,NAT14
57107,PDSS2
57109,REXO4
57110,HRASLS
57111,RAB25
57113,TRPC7
57115,PGLYRP4
57116,ZNF695
57117,INTS12
57118,CAMK1D
57119,EPPIN
57120,GOPC
57121,LPAR5
57122,NUP107
57124,CD248
57125,PLXDC1
57126,CD177
57127,RHBG
57128,LYRM4
57129,MRPL47
57130,ATP13A1
57132,CHMP1B
57134,MAN1C1
57135,DAZ4
57136,APMAP
57139,RGL3
57140,RNPEPL1
57142,RTN4
57143,ADCK1
57144,PAK5
57146,TMEM159
57147,SCYL3
57148,RALGAPB
57149,LYRM1
57150,SMIM8
57151,LYZL6
57152,SLURP1
57153,SLC44A2
57154,SMURF1
57156,TMEM63C
57157,PHTF2
57158,JPH2
57159,TRIM54
57161,PELI2
57162,PELI1
57165,GJC2
57167,SALL4
57168,ASPHD2
57169,ZNFX1
57171,DOLPP1
57172,CAMK1G
57175,CORO1B
57176,VARS2
57178,ZMIZ1
57179,KIAA1191
57180,ACTR3B
57181,SLC39A10
57182,ANKRD50
57184,FAM219B
57185,NIPAL3
57186,RALGAPA2
57187,THOC2
57188,ADAMTSL3
57189,KIAA1147
57190,SELENON
57191,VN1R1
57192,MCOLN1
57194,ATP10A
57198,ATP8B2
57205,ATP10D
57209,ZNF248
57210,SLC45A4
57211,ADGRG6
57213,SPRYD7
57214,CEMIP
57215,THAP11
57216,VANGL2
57217,TTC7A
57221,ARFGEF3
57222,ERGIC1
57223,PPP4R3B
57224,NHSL1
57226,LYRM2
57228,SMAGP
57231,SNX14
57232,ZNF630
57282,SLC4A10
57325,KAT14
57326,PBXIP1
57332,CBX8
57333,RCN3
57335,ZNF286A
57336,ZNF287
57337,SENP7
57338,JPH3
57343,ZNF304
57348,TTYH1
57369,GJD2
57379,AICDA
57380,MRS2
57381,RHOJ
57393,CLTRN
57396,CLK4
57402,S100A14
57403,RAB22A
57404,CYP20A1
57405,SPC25
57406,ABHD6
57407,NMRAL1
57408,LRTM1
57409,MIF4GD
57410,SCYL1
57412,AS3MT
57413,TMIGD3
57414,RHBDD2
57415,C3ORF14
57418,WDR18
57419,SLC24A3
57446,NDRG3
57447,NDRG2
57448,BIRC6
57449,PLEKHG5
57451,TENM2
57452,GALNT16
57453,DSCAML1
57455,REXO1
57456,KIAA1143
57458,TMCC3
57459,GATAD2B
57460,PPM1H
57461,ISY1
57462,MYORG
57463,AMIGO1
57464,STRIP2
57465,TBC1D24
57466,SCAF4
57467,HHATL
57468,SLC12A5
57469,PNMA8B
57470,LRRC47
57471,ERMN
57472,CNOT6
57473,ZNF512B
57474,ZNF490
57475,PLEKHH1
57476,GRAMD1B
57477,SHROOM4
57478,USP31
57479,PRR12
57480,PLEKHG1
57481,KIAA1210
57482,KIAA1211
57484,RNF150
57486,NLN
57488,ESYT2
57489,ODF2L
57491,AHRR
57492,ARID1B
57493,HEG1
57494,RIMKLB
57495,NWD2
57496,MKL2
57497,LRFN2
57498,KIDINS220
57501,KIAA1257
57502,NLGN4X
57504,MTA3
57505,AARS2
57506,MAVS
57507,ZNF608
57508,INTS2
57509,MTUS1
57510,XPO5
57511,COG6
57512,GPR158
57513,CASKIN2
57514,ARHGAP31
57515,SERINC1
57519,STARD9
57520,HECW2
57521,RPTOR
57522,SRGAP1
57523,NYNRIN
57524,CASKIN1
57526,PCDH19
57528,KCTD16
57529,RTL9
57530,CGN
57531,HACE1
57532,NUFIP2
57533,TBC1D14
57534,MIB1
57535,KIAA1324
57536,KIAA1328
57537,SORCS2
57538,ALPK3
57539,WDR35
57540,DISP3
57541,ZNF398
57542,KLHL42
57544,TXNDC16
57545,CC2D2A
57546,PDP2
57547,ZNF624
57549,IGSF9
57551,TAOK1
57552,NCEH1
57553,MICAL3
57554,LRRC7
57555,NLGN2
57556,SEMA6A
57558,USP35
57559,STAMBPL1
57560,IFT80
57561,ARRDC3
57562,CEP126
57563,KLHL8
57565,KLHL14
57567,ZNF319
57568,SIPA1L2
57569,ARHGAP20
57570,TRMT5
57571,CARNS1
57572,DOCK6
57573,ZNF471
57574,MARCH4
57575,PCDH10
57576,KIF17
57577,CCDC191
57578,UNC79
57579,FAM135A
57580,PREX1
57582,KCNT1
57583,TMEM181
57584,ARHGAP21
57585,CRAMP1
57586,SYT13
57587,CFAP97
57589,RIC1
57590,WDFY1
57591,MKL1
57592,ZNF687
57593,EBF4
57594,HOMEZ
57595,PDZD4
57596,BEGAIN
57597,BAHCC1
57599,WDR48
57600,FNIP2
57602,USP36
57604,TRMT9B
57605,PITPNM2
57606,SLAIN2
57608,JCAD
57609,DIP2B
57610,RANBP10
57611,ISLR2
57613,FAM234B
57614,KIAA1468
57615,ZNF492
57616,TSHZ3
57617,VPS18
57619,SHROOM3
57620,STIM2
57621,ZBTB2
57622,LRFN1
57623,ZFAT
57624,NYAP2
57626,KLHL1
57628,DPP10
57630,SH3RF1
57631,LRCH2
57633,LRRN1
57634,EP400
57636,ARHGAP23
57639,CCDC146
57642,COL20A1
57643,ZSWIM5
57644,MYH7B
57645,POGK
57646,USP28
57647,DHX37
57648,KIAA1522
57649,PHF12
57650,CIP2A
57654,UVSSA
57655,GRAMD1A
57657,HCN3
57658,CALCOCO1
57659,ZBTB4
57661,PHRF1
57662,CAMSAP3
57663,USP29
57664,PLEKHA4
57665,RDH14
57666,FBRSL1
57669,EPB41L5
57670,KIAA1549
57673,BEND3
57674,RNF213
57677,ZFP14
57678,GPAM
57679,ALS2
57680,CHD8
57683,ZDBF2
57684,ZBTB26
57685,CACHD1
57687,VAT1L
57688,ZSWIM6
57689,LRRC4C
57690,TNRC6C
57691,KIAA1586
57692,MAGEE1
57693,ZNF317
57695,USP37
57696,DDX55
57697,FANCM
57698,SHTN1
57699,CPNE5
57700,FAM160B1
57701,NCKAP5L
57703,CWC22
57704,GBA2
57705,WDFY4
57706,DENND1A
57707,TLDC1
57708,MIER1
57709,SLC7A14
57710,KIAA1614
57711,ZNF529
57713,SFMBT2
57715,SEMA4G
57716,PRX
57718,PPP4R4
57719,ANO8
57720,GPR107
57721,METTL14
57722,IGDCC4
57724,EPG5
57727,NCOA5
57728,WDR19
57730,ANKRD36B
57731,SPTBN4
57732,ZFYVE28
57733,GBA3
57758,SCUBE2
57761,TRIB3
57763,ANKRA2
57786,RBAK
57787,MARK4
57794,SUGP1
57795,BRINP2
57798,GATAD1
57799,RAB40C
57801,HES4
57804,POLD4
57805,CCAR2
57817,HAMP
57818,G6PC2
57819,LSM2
57820,CCNB1IP1
57821,CCDC181
57822,GRHL3
57823,SLAMF7
57824,HMHB1
57826,RAP2C
57827,C6ORF47
57828,CATSPERG
57829,ZP4
57830,KRTAP5-8
57834,CYP4F11
57835,SLC4A5
57862,ZNF410
57863,CADM3
57864,SLC46A2
57876,MUC3B
58155,PTBP2
58157,NGB
58158,NEUROD4
58160,NFE4
58189,WFDC1
58190,CTDSP1
58191,CXCL16
58472,SQOR
58473,PLEKHB1
58475,MS4A7
58476,TP53INP2
58477,SRPRB
58478,ENOPH1
58480,RHOU
58484,NLRC4
58485,TRAPPC1
58486,ZBED5
58487,CREBZF
58488,PCTP
58489,ABHD17C
58490,RPRD1B
58491,ZNF71
58492,ZNF77
58493,INIP
58494,JAM2
58495,OVOL2
58496,LY6G5B
58497,PRUNE1
58498,MYL7
58499,ZNF462
58500,ZNF250
58503,OPRPN
58504,ARHGAP22
58505,OSTC
58506,SCAF1
58508,KMT2C
58509,CACTIN
58510,PRODH2
58511,DNASE2B
58512,DLGAP3
58513,EPS15L1
58515,SELENOK
58516,SINHCAF
58517,RBM25
58524,DMRT3
58525,WIZ
58526,MID1IP1
58527,ABRACL
58528,RRAGD
58529,MYOZ1
58530,LY6G6D
58531,PRM3
58533,SNX6
58538,MPP4
58985,IL22RA1
58986,TMEM8A
59067,IL21
59082,CARD18
59084,ENPP5
59269,HIVEP3
59271,EVA1C
59272,ACE2
59274,TLNRD1
59277,NTN4
59283,CACNG8
59284,CACNG7
59285,CACNG6
59286,UBL5
59307,SIGIRR
59335,PRDM12
59336,PRDM13
59338,PLEKHA1
59339,PLEKHA2
59340,HRH4
59341,TRPV4
59342,SCPEP1
59343,SENP2
59344,ALOXE3
59345,GNB4
59348,ZNF350
59349,KLHL12
59350,RXFP1
59351,PBOV1
59352,LGR6
59353,TMEM35A
60312,AFAP1
60313,GPBP1L1
60314,C12ORF10
60343,FAM3A
60370,AVPI1
60385,TSKS
60386,SLC25A19
60401,EDA2R
60412,EXOC4
60436,TGIF2
60437,CDH26
60468,BACH2
60481,ELOVL5
60482,SLC5A7
60484,HAPLN2
60485,SAV1
60487,TRMT11
60488,MRPS35
60489,APOBEC3G
60490,PPCDC
60491,NIF3L1
60492,CCDC90B
60493,FASTKD5
60494,CCDC81
60495,HPSE2
60496,AASDHPPT
60506,NYX
60509,AGBL5
60526,LDAH
60528,ELAC2
60529,ALX4
60558,GUF1
60559,SPCS3
60560,NAA35
60561,RINT1
60592,SCOC
60598,KCNK15
60625,DHX35
60626,RIC8A
60672,MIIP
60673,ATG101
60675,PROK2
60676,PAPPA2
60677,CELF6
60678,EEFSEC
60680,CELF5
60681,FKBP10
60682,SMAP1
60684,TRAPPC11
60685,ZFAND3
60686,C14ORF93
63027,SLC22A23
63035,BCORL1
63036,CELA2A
63826,SRR
63827,BCAN
63874,ABHD4
63875,MRPL17
63876,PKNOX2
63877,FAM204A
63891,RNF123
63892,THADA
63893,UBE2O
63894,VIPAS39
63895,PIEZO2
63897,HEATR6
63898,SH2D4A
63899,NSUN3
63901,FAM111A
63904,DUSP21
63905,MANBAL
63906,GPATCH3
63908,NAPB
63910,SLC17A9
63915,BLOC1S5
63916,ELMO2
63917,GALNT11
63920,ZBED8
63922,CHTF18
63923,TNN
63924,CIDEC
63925,ZNF335
63926,ANKEF1
63928,CHP2
63929,XPNPEP3
63931,MRPS14
63932,CXORF56
63933,MCUR1
63934,ZNF667
63935,PCIF1
63939,FAM217B
63940,GPSM3
63941,NECAB3
63943,FKBPL
63946,DMRTC2
63947,DMRTC1
63948,DMRTB1
63950,DMRTA2
63951,DMRTA1
63967,CLSPN
63970,TP53AIP1
63971,KIF13A
63973,NEUROG2
63974,NEUROD6
63976,PRDM16
63977,PRDM15
63978,PRDM14
63979,FIGNL1
63982,ANO3
64005,MYO1G
64061,TSPYL2
64062,RBM26
64063,PRSS22
64064,OXCT2
64065,PERP
64066,MMP27
64067,NPAS3
64072,CDH23
64073,C19ORF33
64077,LHPP
64078,SLC28A3
64080,RBKS
64081,PBLD
64083,GOLPH3
64084,CLSTN2
64087,MCCC2
64089,SNX16
64090,GAL3ST2
64091,POPDC2
64092,SAMSN1
64093,SMOC1
64094,SMOC2
64096,GFRA4
64097,EPB41L4A
64098,PARVG
64100,ELSPBP1
64101,LRRC4
64102,TNMD
64105,CENPK
64106,NPFFR1
64108,RTP4
64109,CRLF2
64110,MAGEF1
64111,NPVF
64112,MOAP1
64114,TMBIM1
64115,VSIR
64116,SLC39A8
64118,DUS1L
64121,RRAGC
64122,FN3K
64123,ADGRL4
64127,NOD2
64129,TINAGL1
64130,LIN7B
64131,XYLT1
64132,XYLT2
64135,IFIH1
64137,ABCG4
64145,RBSN
64146,PDF
64147,KIF9
64149,C17ORF75
64151,NCAPG
64167,ERAP2
64168,NECAB1
64170,CARD9
64172,OSGEPL1
64174,DPEP2
64175,P3H1
64180,DPEP3
64184,EDDM3B
64207,IRF2BPL
64208,POPDC3
64210,MMS19
64211,LHX5
64215,DNAJC1
64216,TFB2M
64218,SEMA4A
64219,PJA1
64220,STRA6
64221,ROBO3
64222,TOR3A
64223,MLST8
64224,HERPUD2
64225,ATL2
64231,MS4A6A
64232,MS4A5
64236,PDLIM2
64240,ABCG5
64241,ABCG8
64282,PAPD5
64283,ARHGEF28
64284,RAB17
64285,RHBDF1
64288,ZSCAN31
64318,NOC3L
64319,FBRS
64320,RNF25
64321,SOX17
64324,NSD1
64326,COP1
64327,LMBR1
64328,XPO4
64332,NFKBIZ
64333,ARHGAP9
64342,HS1BP3
64343,AZI2
64344,HIF3A
64359,NXN
64374,SIL1
64375,IKZF4
64376,IKZF5
64377,CHST8
64386,MMP25
64388,GREM2
64393,ZMAT3
64395,GMCL1
64396,GMCL2
64397,ZNF106
64398,MPP5
64399,HHIP
64400,AKTIP
64403,CDH24
64405,CDH22
64407,RGS18
64409,GALNT17
64410,KLHL25
64411,ARAP3
64412,GZF1
64417,TMEM267
64418,TMEM168
64419,MTMR14
64420,SUSD1
64421,DCLRE1C
64422,ATG3
64423,INF2
64425,POLR1E
64426,SUDS3
64427,TTC31
64428,NARFL
64429,ZDHHC6
64430,PCNX4
64431,ACTR6
64432,MRPS25
64434,NOM1
64446,DNAI2
64478,CSMD1
64499,TPSB2
64506,CPEB1
64518,TEKT3
64577,ALDH8A1
64579,NDST4
64581,CLEC7A
64582,GPR135
64591,TSPY2
64598,MOSPD3
64599,GIGYF1
64600,PLA2G2F
64601,VPS16
64641,EBF2
64645,MFSD14A
64648,SPANXD
64651,CSRNP1
64663,SPANXC
64682,ANAPC1
64689,GORASP1
64693,CTAGE1
64699,TMPRSS3
64708,COPS7B
64710,NUCKS1
64711,HS3ST6
64714,PDIA2
64718,UNKL
64743,WDR13
64744,SMAP2
64745,METTL17
64746,ACBD3
64747,MFSD1
64748,PLPPR2
64750,SMURF2
64753,CCDC136
64754,SMYD3
64755,C16ORF58
64756,ATPAF1
64757,MARC1
64759,TNS3
64760,FAM160B2
64761,PARP12
64762,GAREM1
64763,ZNF574
64764,CREB3L2
64766,S100PBP
64768,IPPK
64769,MEAF6
64770,CCDC14
64771,C6ORF106
64772,ENGASE
64773,PCED1A
64776,C11ORF1
64777,RMND5B
64778,FNDC3B
64779,MTHFSD
64780,MICAL1
64781,CERK
64782,AEN
64783,RBM15
64784,CRTC3
64785,GINS3
64786,TBC1D15
64787,EPS8L2
64788,LMF1
64789,EXO5
64792,IFT22
64793,CEP85
64794,DDX31
64795,RMND5A
64798,DEPTOR
64799,IQCH
64800,EFCAB6
64801,ARV1
64802,NMNAT1
64805,P2RY12
64806,IL25
64816,CYP3A43
64834,ELOVL1
64837,KLC2
64838,FNDC4
64839,FBXL17
64840,PORCN
64841,GNPNAT1
64843,ISL2
64844,MARCH7
64847,SPATA20
64848,YTHDC2
64849,SLC13A3
64850,ETNPPL
64852,TUT1
64853,AIDA
64854,USP46
64855,FAM129B
64856,VWA1
64857,PLEKHG2
64858,DCLRE1B
64859,NABP1
64860,ARMCX5
64863,METTL4
64864,RFX7
64866,CDCP1
64881,PCDH20
64895,PAPOLG
64897,C12ORF43
64900,LPIN3
64901,RANBP17
64902,AGXT2
64919,BCL11B
64921,CASD1
64922,LRRC19
64924,SLC30A5
64925,CCDC71
64926,RASAL3
64927,TTC23
64928,MRPL14
64943,NT5DC2
64946,CENPH
64949,MRPS26
64951,MRPS24
64960,MRPS15
64963,MRPS11
64965,MRPS9
64968,MRPS6
64969,MRPS5
64975,MRPL41
64976,MRPL40
64978,MRPL38
64979,MRPL36
64981,MRPL34
64983,MRPL32
65003,MRPL11
65005,MRPL9
65008,MRPL1
65009,NDRG4
65010,SLC26A6
65012,SLC26A10
65018,PINK1
65055,REEP1
65056,GPBP1
65057,ACD
65059,RAPH1
65061,CDK15
65062,TMEM237
65065,NBEAL1
65078,RTN4R
65080,MRPL44
65082,VPS33A
65083,NOL6
65084,TMEM135
65094,JMJD4
65095,KRI1
65108,MARCKSL1
65109,UPF3B
65110,UPF3A
65117,RSRC2
65121,PRAMEF1
65122,PRAMEF2
65123,INTS3
65124,SOWAHC
65125,WNK1
65217,PCDH15
65220,NADK
65243,ZFP69B
65244,SPATS2
65249,ZSWIM4
65250,C5ORF42
65251,ZNF649
65258,MPPE1
65260,COA7
65263,PYCR3
65264,UBE2Z
65265,C8ORF33
65266,WNK4
65267,WNK3
65268,WNK2
65975,STK33
65977,PLEKHA3
65979,PHACTR4
65980,BRD9
65981,CAPRIN2
65982,ZSCAN18
65983,GRAMD2B
65985,AACS
65986,ZBTB10
65987,KCTD14
65988,ZNF747
65989,DLK2
65990,FAM173A
65991,FUNDC2
65992,DDRGK1
65993,MRPS34
65997,RASL11B
65998,C11ORF95
65999,LRRC61
66000,TMEM108
66002,CYP4F12
66004,LYNX1
66005,CHID1
66008,TRAK2
66035,SLC2A11
66036,MTMR9
66037,BOLL
78986,DUSP26
78987,CRELD1
78988,MRPL57
78989,COLEC11
78990,OTUB2
78991,PCYOX1L
78992,YIPF2
78994,PRR14
78995,C17ORF53
78996,C7ORF49
78997,GDAP1L1
78999,LRFN4
79000,AUNIP
79001,VKORC1
79002,TRIR
79003,MIS12
79004,CUEDC2
79005,SCNM1
79006,METRN
79007,DBNDD1
79008,SLX1B
79009,DDX50
79012,CAMKV
79016,DDA1
79017,GGCT
79018,GID4
79019,CENPM
79020,C7ORF25
79022,TMEM106C
79023,NUP37
79024,SMIM2
79025,FNDC11
79026,AHNAK
79027,ZNF655
79029,SPATA5L1
79031,PDCL3
79033,ERI3
79034,C7ORF26
79035,NABP2
79036,KXD1
79037,PVRIG
79038,ZFYVE21
79039,DDX54
79041,TMEM38A
79042,TSEN34
79047,KCTD15
79048,SECISBP2
79050,NOC4L
79053,ALG8
79054,TRPM8
79056,PRRG4
79057,PRRG3
79058,ASPSCR1
79064,TMEM223
79065,ATG9A
79066,METTL16
79068,FTO
79070,KDELC1
79071,ELOVL6
79072,FASTKD3
79073,TMEM109
79074,C2ORF49
79075,DSCC1
79077,DCTPP1
79078,C1ORF50
79080,CCDC86
79081,LBHD1
79083,MLPH
79084,WDR77
79085,SLC25A23
79086,SMIM7
79087,ALG12
79088,ZNF426
79089,TMUB2
79090,TRAPPC6A
79091,METTL22
79092,CARD14
79094,CHAC1
79095,C9ORF16
79096,C11ORF49
79097,TRIM48
79098,C1ORF116
79101,TAF1D
79102,RNF26
79109,MAPKAP1
79132,DHX58
79133,NDUFAF5
79134,TMEM185B
79135,APOO
79137,RETREG2
79139,DERL1
79140,CCDC28B
79142,PHF23
79143,MBOAT7
79144,PPDPF
79145,CHCHD7
79147,FKRP
79148,MMP28
79149,ZSCAN5A
79152,FA2H
79153,GDPD3
79154,DHRS11
79155,TNIP2
79156,PLEKHF1
79157,MFSD11
79158,GNPTAB
79159,NOL12
79161,TMEM243
79165,LENG1
79168,LILRA6
79169,C1ORF35
79170,PRR15L
79171,RBM42
79172,CENPO
79173,C19ORF57
79174,CRELD2
79175,ZNF343
79176,FBXL15
79177,ZNF576
79178,THTPA
79180,EFHD2
79183,TTPAL
79184,BRCC3
79187,FSD1
79188,TMEM43
79190,IRX6
79191,IRX3
79192,IRX1
79228,THOC6
79230,ZNF557
79258,MMEL1
79269,DCAF10
79289,OR5H8
79290,OR13A1
79295,OR5H6
79296,OR52E1
79310,OR5H2
79317,OR4K5
79324,OR51G1
79334,OR11H2
79339,OR51B4
79345,OR51B2
79346,OR4C5
79363,RSG1
79364,ZXDC
79365,BHLHE41
79366,HMGN5
79368,FCRL2
79369,B3GNT4
79370,BCL2L14
79400,NOX5
79411,GLB1L
79412,KREMEN2
79413,ZBED2
79414,LRFN3
79415,C17ORF62
79441,HAUS3
79442,LRRC2
79443,FYCO1
79444,BIRC7
79446,WDR25
79447,PAGR1
79465,ULBP3
79470,OR51J1
79473,OR52N1
79482,OR5AL1
79490,OR10G6
79501,OR4F5
79541,OR2A4
79544,OR4K1
79549,OR6J1
79567,RIPOR1
79568,MAIP1
79570,NKAIN1
79571,GCC1
79572,ATP13A3
79573,TTC13
79574,EPS8L3
79575,ABHD8
79576,NKAP
79577,CDC73
79581,SLC52A2
79582,SPAG16
79583,TMEM231
79585,CORO7
79586,CHPF
79587,CARS2
79589,RNF128
79590,MRPL24
79591,C10ORF76
79594,MUL1
79595,SAP130
79596,RNF219
79598,CEP97
79600,TCTN1
79602,ADIPOR2
79603,CERS4
79605,PGBD5
79607,FAM118B
79608,RIC3
79609,VCPKMT
79611,ACSS3
79612,NAA16
79613,TANGO6
79616,CCNJL
79618,HMBOX1
79621,RNASEH2B
79622,SNRNP25
79623,GALNT14
79624,ARMT1
79625,NDNF
79626,TNFAIP8L2
79627,OGFRL1
79628,SH3TC2
79629,OCEL1
79630,C1ORF54
79631,EFL1
79632,FAM184A
79633,FAT4
79634,SCRN3
79635,CCDC121
79637,ARMC7
79639,TMEM53
79640,C22ORF46
79641,ROGDI
79642,ARSJ
79643,CHMP6
79644,SRD5A3
79645,EFCAB1
79646,PANK3
79647,AKIRIN1
79648,MCPH1
79649,MAP7D3
79650,USB1
79651,RHBDF2
79652,TMEM204
79654,HECTD3
79656,BEND5
79657,RPAP3
79658,ARHGAP10
79659,DYNC2H1
79660,PPP1R3B
79661,NEIL1
79663,HSPBAP1
79664,ICE2
79665,DHX40
79666,PLEKHF2
79668,PARP8
79669,C3ORF52
79670,ZCCHC6
79671,NLRX1
79672,FN3KRP
79673,ZNF329
79674,VEPH1
79675,FASTKD1
79676,OGFOD2
79677,SMC6
79679,VTCN1
79680,RTL10
79682,CENPU
79683,ZDHHC14
79684,MSANTD2
79685,SAP30L
79689,STEAP4
79690,GAL3ST4
79691,QTRT2
79692,ZNF322
79693,YRDC
79694,MANEA
79695,GALNT12
79696,ZC2HC1C
79697,RIOX1
79698,ZMAT4
79699,ZYG11B
79701,OGFOD3
79703,C11ORF80
79705,LRRK1
79706,PRKRIP1
79707,NOL9
79709,COLGALT1
79710,MORC4
79711,IPO4
79712,GTDC1
79713,IGFLR1
79714,CCDC51
79716,NPEPL1
79717,PPCS
79718,TBL1XR1
79719,AAGAB
79720,VPS37B
79722,ANKRD55
79723,SUV39H2
79724,ZNF768
79725,THAP9
79726,WDR59
79727,LIN28A
79728,PALB2
79729,SH3D21
79730,NSUN7
79731,NARS2
79733,E2F8
79734,KCTD17
79735,TBC1D17
79736,TEFM
79738,BBS10
79739,TTLL7
79740,ZBBX
79741,CCDC7
79742,CXORF36
79744,ZNF419
79745,CLIP4
79746,ECHDC3
79747,ADGB
79748,LMAN1L
79750,ZNF385D
79751,SLC25A22
79752,ZFAND1
79753,SNIP1
79754,ASB13
79755,ZNF750
79758,DHRS12
79759,ZNF668
79760,GEMIN7
79762,C1ORF115
79763,ISOC2
79767,ELMO3
79768,KATNBL1
79770,TXNDC15
79772,MCTP1
79774,GRTP1
79776,ZFHX4
79777,ACBD4
79778,MICALL2
79780,CCDC82
79781,IQCA1
79782,LRRC31
79783,SUGCT
79784,MYH14
79785,RERGL
79786,KLHL36
79788,ZNF665
79789,CLMN
79791,FBXO31
79792,GSDMD
79794,C12ORF49
79796,ALG9
79797,ZNF408
79798,ARMC5
79799,UGT2A3
79800,CARF
79801,SHCBP1
79802,HHIPL2
79803,HPS6
79805,VASH2
79807,GSTCD
79809,TTC21B
79810,PTCD2
79811,SLTM
79812,MMRN2
79813,EHMT1
79814,AGMAT
79815,NIPAL2
79816,TLE6
79817,MOB3B
79818,ZNF552
79819,WDR78
79820,CATSPERB
79822,ARHGAP28
79823,CAMKMT
79825,EFCC1
79827,CLMP
79828,METTL8
79829,NAA40
79830,ZMYM1
79831,KDM8
